,Model,Image,y_label,Attractive,GenderSelf,LL,LL_F,LL_M,dist_centre_F,dist_centre_H,dist_centre
398,AF1339,AF1339.jpg,AF1339,3.333333333333333,F,-504.8352722553062,-501.0679320604022,,182.48150634765625,221.29676818847656,195.93862915039062
399,AF134,AF134.jpg,AF134,2.316666666666667,F,-505.26810395434904,-503.74995476375454,,201.2347869873047,229.22711181640625,209.22789001464844
400,AF1340,AF1340.jpg,AF1340,3.9,F,-507.07049100690614,-502.56206732402063,,172.241943359375,214.39715576171875,187.27728271484375
401,AF1341,AF1341.jpg,AF1341,2.2333333333333334,F,-510.4885442781392,-510.3241694491762,,218.6886444091797,242.2162322998047,224.72824096679688
402,AF1342,AF1342.jpg,AF1342,4.333333333333333,F,-522.4269438572171,-517.1589722229651,,203.26461791992188,246.89874267578125,219.98594665527344
403,AF1343,AF1343.jpg,AF1343,3.6166666666666663,F,-623.878511434867,-607.2632529178981,,334.87066650390625,346.80718994140625,336.8424987792969
404,AF1344,AF1344.jpg,AF1344,3.716666666666667,F,-573.1484205988965,-563.8942627151962,,300.01312255859375,313.5982666015625,302.37713623046875
405,AF1345,AF1345.jpg,AF1345,4.083333333333333,F,-498.81025092654244,-492.5638723837464,,175.75257873535156,233.0463104248047,199.63925170898438
406,AF1346,AF1346.jpg,AF1346,3.6166666666666663,F,-518.1014438050112,-511.71772223509095,,194.00392150878906,228.91598510742188,205.6114959716797
407,AF1347,AF1347.jpg,AF1347,3.3833333333333333,F,-518.1904973686592,-514.7787436584159,,204.81015014648438,234.82028198242188,214.0092010498047
408,AF1348,AF1348.jpg,AF1348,3.9166666666666665,F,-503.8877079906687,-500.35248992522145,,164.06768798828125,195.45245361328125,172.67312622070312
409,AF1349,AF1349.jpg,AF1349,2.3833333333333333,F,-520.5049393147771,-519.6855949525906,,210.7167205810547,229.51206970214844,213.9970245361328
410,AF135,AF135.jpg,AF135,2.8833333333333333,F,-503.26813952514436,-500.00005273047555,,181.44503784179688,211.50950622558594,189.96145629882812
411,AF1350,AF1350.jpg,AF1350,1.5333333333333334,F,-589.7975332888241,-592.6179287664457,,301.0530700683594,310.62738037109375,301.35894775390625
412,AF1351,AF1351.jpg,AF1351,2.45,F,-551.9331174115923,-542.3869368059288,,285.77227783203125,319.56732177734375,298.5809631347656
413,AF1352,AF1352.jpg,AF1352,3.466666666666667,F,-525.8216257451727,-524.9113398799149,,213.7699737548828,235.68966674804688,218.81423950195312
414,AF1353,AF1353.jpg,AF1353,2.9166666666666665,F,-558.8237851084319,-545.472896552262,,274.7322998046875,314.7819519042969,290.755615234375
415,AM1843,AM1843.jpg,AM1843,3.466666666666667,M,-529.764738075434,,-518.6717848200497,234.7513885498047,217.7247772216797,220.25489807128906
416,AM1844,AM1844.jpg,AM1844,2.7333333333333334,M,-514.618302832834,,-502.13438038257283,240.07940673828125,208.15171813964844,218.4918975830078
417,AM1845,AM1845.jpg,AM1845,3.683333333333333,M,-509.44881971972507,,-501.6166742900057,228.51339721679688,211.31259155273438,213.75633239746094
418,AM1846,AM1846.jpg,AM1846,2.3666666666666667,M,-511.36894156867896,,-521.2146604045381,226.62774658203125,226.38888549804688,220.3681182861328
419,AM1847,AM1847.jpg,AM1847,3.7,M,-518.2871350753007,,-509.01255554096906,235.93173217773438,192.71600341796875,208.94422912597656
420,AM1848,AM1848.jpg,AM1848,2.3666666666666667,M,-500.07903321120654,,-490.0349948436618,178.3353729248047,168.2836456298828,165.2801055908203
421,AM1849,AM1849.jpg,AM1849,2.9,M,-509.93973780460186,,-499.83285385295454,226.982177734375,194.88189697265625,204.95367431640625
422,AM185,AM185.jpg,AM185,2.4,M,-528.9298494976807,,-517.9893147347673,239.73170471191406,199.0726318359375,214.0249481201172
423,AM1850,AM1850.jpg,AM1850,2.2333333333333334,M,-515.3409082288291,,-501.7164808883777,230.69371032714844,196.20106506347656,207.63742065429688
424,AM1851,AM1851.jpg,AM1851,4.066666666666666,M,-562.2153461516564,,-556.8236277376199,269.2132263183594,243.15745544433594,251.11097717285156
425,AM1852,AM1852.jpg,AM1852,4.033333333333333,M,-533.4368135625555,,-529.6425011083832,238.09896850585938,203.7394256591797,215.30563354492188
426,AM1853,AM1853.jpg,AM1853,3.75,M,-534.9511899525182,,-529.3650111271884,228.95562744140625,227.36785888671875,222.06863403320312
427,AM1854,AM1854.jpg,AM1854,3.95,M,-519.8180443643112,,-514.8330810490336,248.86378479003906,219.62046813964844,228.77767944335938
428,AM1855,AM1855.jpg,AM1855,3.2666666666666666,M,-520.8892008923951,,-515.2210369732453,216.48719787597656,196.37384033203125,199.92691040039062
429,AM1856,AM1856.jpg,AM1856,4.3,M,-521.6254092015139,,-515.1092272416978,228.08758544921875,198.37608337402344,207.23074340820312
430,AM1857,AM1857.jpg,AM1857,3.7666666666666666,M,-504.31255721844224,,-495.3499825614809,211.6021728515625,184.56541442871094,191.50982666015625
431,AM1858,AM1858.jpg,AM1858,3.8333333333333335,M,-495.9481118892862,,-486.5943809964656,198.1210174560547,157.8816680908203,171.3048553466797
432,AM1859,AM1859.jpg,AM1859,2.933333333333333,M,-490.59822668665447,,-480.90400712272947,160.6990966796875,132.05299377441406,137.4306182861328
433,AM186,AM186.jpg,AM186,4.15,M,-553.2384728614065,,-545.162447187457,300.3323059082031,259.04412841796875,275.51361083984375
434,AM62,AM62.jpg,AM62,3.533333333333333,M,-519.9971614841551,,-508.1783403479698,259.5286865234375,245.39891052246094,247.07077026367188
435,AM620,AM620.jpg,AM620,2.75,M,-494.28034075180904,,-485.1253772273024,175.8014678955078,138.07598876953125,149.13633728027344
436,AM621,AM621.jpg,AM621,2.95,M,-535.7958706994513,,-540.0978835716203,285.8433532714844,282.05621337890625,279.0826721191406
437,AM622,AM622.jpg,AM622,1.75,M,-500.34368719057073,,-495.4013193460028,190.9541778564453,191.27333068847656,183.7948760986328
438,AM623,AM623.jpg,AM623,2.783333333333333,M,-536.4388731550954,,-522.2241270709868,327.4594421386719,290.32012939453125,304.9816589355469
439,AM624,AM624.jpg,AM624,2.3,M,-491.29043447826984,,-480.02408652434656,183.1533203125,155.2971649169922,161.5155029296875
440,AM625,AM625.jpg,AM625,3.05,M,-498.5461954899082,,-488.85376477214237,193.97402954101562,171.32101440429688,175.3410186767578
441,AM626,AM626.jpg,AM626,2.9,M,-558.31163111852,,-543.8875072240751,350.3934020996094,306.4014892578125,324.9381408691406
442,AM627,AM627.jpg,AM627,2.6166666666666667,M,-533.2631171101451,,-528.2941128408957,252.29232788085938,226.52073669433594,233.96067810058594
443,AM628,AM628.jpg,AM628,2.6666666666666665,M,-517.7543700471407,,-510.6996337140894,279.32861328125,226.56419372558594,248.86538696289062
444,AM629,AM629.jpg,AM629,2.9,M,-528.3914527281959,,-527.845387997244,237.57862854003906,217.0153350830078,221.41748046875
445,AM63,AM63.jpg,AM63,4.15,M,-521.1342939300808,,-509.14096544222906,223.31871032714844,198.60658264160156,204.72903442382812
446,AM630,AM630.jpg,AM630,3.05,M,-534.618823919069,,-528.7747775277107,272.13360595703125,228.34686279296875,245.67372131347656
447,AM631,AM631.jpg,AM631,2.9166666666666665,M,-503.34150214545565,,-492.17632406883087,228.091064453125,204.86709594726562,210.36659240722656
448,AM632,AM632.jpg,AM632,2.7666666666666666,M,-501.9428541311787,,-491.8726118214096,241.46588134765625,193.58531188964844,212.47731018066406
449,AM633,AM633.jpg,AM633,2.7333333333333334,M,-527.1446183679816,,-522.6405039845906,230.26718139648438,226.63986206054688,222.37442016601562
450,AM634,AM634.jpg,AM634,2.1,M,-490.9923184352511,,-479.99371026525216,195.82102966308594,168.81211853027344,175.15072631835938
451,AM635,AM635.jpg,AM635,2.7,M,-504.3675034270485,,-496.76353047108176,206.93661499023438,187.6631622314453,190.4630584716797
452,AM636,AM636.jpg,AM636,1.8833333333333333,M,-515.0199550366254,,-504.0356149210065,214.16111755371094,187.06785583496094,194.128173828125
453,AM637,AM637.jpg,AM637,2.933333333333333,M,-507.66907522942313,,-495.70848789747345,215.9696807861328,178.4397430419922,191.04420471191406
454,AM638,AM638.jpg,AM638,2.1666666666666665,M,-528.9887506763502,,-526.978731956652,224.6619873046875,206.2068328857422,209.1726837158203
455,AM639,AM639.jpg,AM639,2.55,M,-521.504138293338,,-507.7200133202659,270.27789306640625,231.4951934814453,246.1222686767578
456,AM64,AM64.jpg,AM64,4.266666666666667,M,-529.2625576917333,,-520.879733775151,298.84136962890625,249.33152770996094,270.1708068847656
457,AM640,AM640.jpg,AM640,2.85,M,-495.31306729962137,,-483.390224062857,199.35379028320312,148.96827697753906,167.99647521972656
458,AM641,AM641.jpg,AM641,2.6,M,-512.6487506708129,,-514.8293341520415,225.17303466796875,195.70919799804688,204.34913635253906
459,AM642,AM642.jpg,AM642,2.9166666666666665,M,-522.9802304969255,,-513.9915543828419,246.3325958251953,213.1536407470703,224.3059844970703
460,CF446,CF446.jpg,CF446,2.333333333333333,F,-552.7628050746375,-549.2165859828756,,241.00926208496094,241.9952392578125,235.7533721923828
461,CF447,CF447.jpg,CF447,3.0,F,-553.0601706493535,-551.950238899876,,262.5648193359375,253.6264190673828,252.76353454589844
462,CF448,CF448.jpg,CF448,3.316666666666667,F,-606.5968027362981,-597.8724092699354,,362.8323669433594,372.88568115234375,364.14501953125
463,CF449,CF449.jpg,CF449,2.6,F,-587.3101603449524,-590.1879538084104,,302.6139221191406,300.18243408203125,296.8137512207031
464,CF45,CF45.jpg,CF45,2.6,F,-547.6815758709538,-555.1562877725078,,253.5211944580078,250.00009155273438,246.2571258544922
465,CF450,CF450.jpg,CF450,3.0,F,-583.1555743000785,-572.9828530940604,,299.2392272949219,290.65533447265625,290.2901916503906
466,CF451,CF451.jpg,CF451,2.833333333333333,F,-616.8875397429855,-612.0229608457569,,344.84344482421875,344.35498046875,340.59466552734375
467,CF452,CF452.jpg,CF452,3.0166666666666666,F,-550.9275337947076,-547.0094494930813,,218.9808807373047,225.04165649414062,215.7643585205078
468,CF453,CF453.jpg,CF453,2.2666666666666666,F,-552.8808577542491,-549.5312405179243,,280.5413513183594,283.2564392089844,276.9925842285156
469,CF454,CF454.jpg,CF454,2.3833333333333333,F,-541.5625001738474,-536.8609438873744,,248.65391540527344,256.01806640625,246.8665008544922
470,CF455,CF455.jpg,CF455,4.016666666666667,F,-536.2363601761483,-535.4887878274799,,262.3123779296875,254.21771240234375,252.9293975830078
471,CF456,CF456.jpg,CF456,3.6666666666666665,F,-568.4707800061228,-566.3055770010294,,283.37799072265625,294.2271728515625,284.0640869140625
472,CF457,CF457.jpg,CF457,2.566666666666667,F,-559.5404391986976,-563.5218443159249,,264.2741394042969,271.52899169921875,262.75555419921875
473,CF458,CF458.jpg,CF458,2.6666666666666665,F,-545.5867701605613,-539.2131738123304,,254.21473693847656,257.56988525390625,250.4790496826172
474,CF459,CF459.jpg,CF459,2.6166666666666667,F,-582.4682122780649,-568.2073153019596,,299.3171081542969,309.8412170410156,300.0870361328125
475,CF46,CF46.jpg,CF46,2.4833333333333334,F,-559.8113495573178,-550.7939172211767,,279.0714111328125,293.3273010253906,281.4550476074219
476,CF460,CF460.jpg,CF460,2.55,F,-557.8420410865244,-554.2358580876471,,264.2451171875,259.87396240234375,256.7801513671875
477,CF461,CF461.jpg,CF461,2.7,F,-539.4584193397199,-533.7424838429927,,262.33349609375,284.098388671875,268.36810302734375
478,CF462,CF462.jpg,CF462,2.4166666666666665,F,-540.3646041693652,-538.4376742694232,,248.4427947998047,234.5207977294922,235.83465576171875
479,CF463,CF463.jpg,CF463,2.65,F,-547.9365688275469,-538.8220497705015,,285.2584228515625,293.58038330078125,284.6699523925781
480,CF464,CF464.jpg,CF464,2.1166666666666667,F,-611.0677435405844,-612.9361326082712,,315.00531005859375,302.03997802734375,304.11236572265625
481,CF465,CF465.jpg,CF465,2.9166666666666665,F,-567.5675762505219,-575.1989863176607,,311.50445556640625,303.55181884765625,303.06011962890625
482,CF466,CF466.jpg,CF466,2.7666666666666666,F,-585.2323906128162,-581.030903779394,,306.21392822265625,318.4510803222656,307.96929931640625
483,CF467,CF467.jpg,CF467,2.9166666666666665,F,-565.7167608334876,-563.9703962860128,,294.3504943847656,283.02398681640625,283.9515380859375
484,CF468,CF468.jpg,CF468,2.65,F,-554.441688549637,-545.7393048955888,,269.30963134765625,271.11138916015625,265.0860290527344
485,CF469,CF469.jpg,CF469,2.2666666666666666,F,-617.2113392051582,-620.9110164699277,,328.36077880859375,329.1113586425781,324.5360107421875
486,CF47,CF47.jpg,CF47,2.933333333333333,F,-537.8163286895399,-532.1041669882213,,214.26821899414062,236.8101806640625,219.6611785888672
487,CF470,CF470.jpg,CF470,3.75,F,-670.3207082958172,-647.7523376048791,,339.55621337890625,365.00384521484375,348.5959777832031
488,CF471,CF471.jpg,CF471,2.683333333333333,F,-517.43345626227,-511.6864360811148,,212.40870666503906,206.10498046875,202.6189422607422
489,CF472,CF472.jpg,CF472,2.5166666666666666,F,-516.8560971507403,-511.174998856143,,195.436279296875,223.2357635498047,203.15223693847656
490,CF473,CF473.jpg,CF473,3.1,F,-617.940831800826,-611.2543690633102,,306.7586669921875,317.51873779296875,307.7589416503906
491,CF474,CF474.jpg,CF474,2.15,F,-536.8762801250778,-532.671901515855,,227.54913330078125,234.83644104003906,225.2097930908203
492,AF1604,AF1604.jpg,AF1604,3.7,F,-555.3139579065573,-542.2217305657421,,325.97247314453125,386.71307373046875,353.777587890625
493,AF1605,AF1605.jpg,AF1605,3.466666666666667,F,-531.4280030930361,-523.0227476165563,,187.66546630859375,230.61019897460938,203.6068878173828
494,AF1606,AF1606.jpg,AF1606,3.1666666666666665,F,-507.22796732811435,-502.47384412683687,,211.5387725830078,244.00497436523438,222.2602081298828
495,AF1607,AF1607.jpg,AF1607,3.433333333333333,F,-522.668850580039,-520.4577402494691,,208.694091796875,242.58961486816406,220.13072204589844
496,AF1608,AF1608.jpg,AF1608,3.3,F,-529.2004352212377,-528.0748994783639,,256.2881774902344,286.91888427734375,266.9439697265625
497,AF1609,AF1609.jpg,AF1609,3.5166666666666666,F,-498.80135287801005,-502.0324910114462,,188.17367553710938,187.52830505371094,180.40003967285156
498,AF161,AF161.jpg,AF161,1.95,F,-508.31459670762797,-504.53167799277276,,181.3831024169922,215.51710510253906,192.1712188720703
499,AF1610,AF1610.jpg,AF1610,4.2,F,-542.2968329037539,-539.8117099746025,,268.7411804199219,297.0882568359375,278.3840637207031
500,AF1611,AF1611.jpg,AF1611,3.333333333333333,F,-533.3292160020526,-535.4482052364692,,226.79176330566406,251.1553497314453,233.47979736328125
501,AF1612,AF1612.jpg,AF1612,3.8666666666666663,F,-519.7690398177442,-514.694955648055,,216.85781860351562,266.9301452636719,237.47750854492188
502,AF1613,AF1613.jpg,AF1613,4.0,F,-614.0681384611307,-595.8080036046567,,319.27459716796875,355.4697570800781,333.7716979980469
503,AF1614,AF1614.jpg,AF1614,2.966666666666667,F,-519.7325583728009,-517.6661615255391,,226.7059783935547,244.9958038330078,230.1420135498047
504,AF1615,AF1615.jpg,AF1615,3.3666666666666667,F,-519.3055680559321,-512.126725627305,,242.9688720703125,305.2262878417969,270.8404235839844
505,AF1616,AF1616.jpg,AF1616,2.783333333333333,F,-498.25713403027186,-494.4870869465139,,167.13209533691406,218.81398010253906,187.51641845703125
506,AF1617,AF1617.jpg,AF1617,3.6166666666666663,F,-570.1603559062896,-579.1389118174125,,290.7537841796875,306.7458190917969,294.230224609375
507,AF1618,AF1618.jpg,AF1618,2.533333333333333,F,-560.4554801731143,-559.5747677243106,,242.91665649414062,272.8833312988281,252.9683074951172
508,AF1619,AF1619.jpg,AF1619,1.6333333333333333,F,-561.3067103431473,-557.3420810250802,,281.8914489746094,295.994140625,284.24237060546875
509,AF162,AF162.jpg,AF162,2.1166666666666667,F,-521.2385787828882,-521.1123201777906,,296.5693054199219,315.4306640625,301.63055419921875
510,AF1620,AF1620.jpg,AF1620,3.883333333333333,F,-540.4175490452187,-532.1614293026165,,263.5409851074219,308.8424377441406,282.26727294921875
511,AF1621,AF1621.jpg,AF1621,3.55,F,-556.2136060605678,-546.9039836864168,,334.3017272949219,395.7747802734375,362.5654602050781
512,AF1622,AF1622.jpg,AF1622,3.9,F,-519.8962810359774,-515.1545521274898,,238.0677947998047,279.4678955078125,254.25450134277344
513,AF1623,AF1623.jpg,AF1623,3.983333333333333,F,-565.0988668380761,-551.6911214314273,,282.244140625,338.7037048339844,307.3223571777344
514,AF1624,AF1624.jpg,AF1624,3.15,F,-499.269618410134,-498.2974066457062,,155.24620056152344,189.45523071289062,165.08602905273438
515,AF1625,AF1625.jpg,AF1625,2.083333333333333,F,-528.8203722951405,-538.0398914401143,,218.9153594970703,213.35134887695312,209.70799255371094
516,AF1626,AF1626.jpg,AF1626,3.066666666666667,F,-528.2476612170708,-531.0445955435632,,280.7987060546875,299.4620056152344,285.5149230957031
517,AF1627,AF1627.jpg,AF1627,3.7666666666666666,F,-517.0415472021399,-510.03321326499434,,208.2174072265625,216.37193298339844,205.77105712890625
518,AF1628,AF1628.jpg,AF1628,4.1,F,-528.4150106514278,-523.5389107185833,,230.96163940429688,270.0709533691406,245.7577362060547
519,AF1629,AF1629.jpg,AF1629,4.033333333333333,F,-537.4612620204425,-528.2300457801148,,309.0772399902344,362.0997619628906,332.53350830078125
520,AF163,AF163.jpg,AF163,2.8,F,-506.8284352492869,-500.77774292061116,,197.00732421875,226.1064453125,205.48495483398438
521,AF1630,AF1630.jpg,AF1630,2.7666666666666666,F,-535.0381283679294,-528.0596812933261,,236.6959686279297,273.1743469238281,250.1612548828125
522,AF1631,AF1631.jpg,AF1631,1.1166666666666667,F,-520.040976598871,-519.0036157071088,,249.50439453125,253.48257446289062,245.98573303222656
523,AF1632,AF1632.jpg,AF1632,3.433333333333333,F,-510.97254486943797,-505.5960386821457,,200.2867889404297,240.00888061523438,214.7454376220703
524,AF1633,AF1633.jpg,AF1633,1.6333333333333333,F,-510.2339989329906,-507.1277784271636,,207.45999145507812,226.20513916015625,210.61878967285156
525,AF1634,AF1634.jpg,AF1634,4.0,F,-519.9957243130193,-513.6895296606615,,191.40956115722656,226.17654418945312,202.8614959716797
526,AF1635,AF1635.jpg,AF1635,3.783333333333333,F,-524.3616741345317,-513.2024801266153,,210.41299438476562,258.2078857421875,229.6269073486328
527,AF1636,AF1636.jpg,AF1636,2.466666666666667,F,-590.8741629957032,-596.478557373233,,364.7233581542969,378.9785461425781,368.2119140625
528,AM1427,AM1427.jpg,AM1427,3.1166666666666667,M,-485.5910103620929,,-472.60011920994685,193.8992462158203,150.13494873046875,165.30210876464844
529,AM1428,AM1428.jpg,AM1428,2.533333333333333,M,-490.6121391689315,,-478.7180112100755,167.279296875,123.63691711425781,137.44198608398438
530,AM1429,AM1429.jpg,AM1429,2.5166666666666666,M,-493.73138357554865,,-481.08449612074463,197.34381103515625,154.23573303222656,169.18246459960938
531,AM143,AM143.jpg,AM143,3.15,M,-492.7066712994805,,-482.30702796304377,193.8650665283203,157.51072692871094,168.67938232421875
532,AM1430,AM1430.jpg,AM1430,2.45,M,-492.90113272047785,,-486.67608537273964,172.18814086914062,169.29249572753906,162.5128173828125
533,AM1431,AM1431.jpg,AM1431,2.716666666666667,M,-496.22199959594514,,-482.4300558042066,198.5999755859375,153.04249572753906,169.37548828125
534,AM1432,AM1432.jpg,AM1432,2.7333333333333334,M,-497.3708643283983,,-485.0869401591298,192.76502990722656,164.30068969726562,171.2676544189453
535,AM1433,AM1433.jpg,AM1433,2.716666666666667,M,-497.60185996120686,,-488.9019151747643,187.3131103515625,151.66990661621094,162.17601013183594
536,AM1434,AM1434.jpg,AM1434,2.3833333333333333,M,-500.92300641007506,,-496.4163776935655,265.5787048339844,244.42181396484375,249.78611755371094
537,AM1435,AM1435.jpg,AM1435,2.683333333333333,M,-523.591422572339,,-518.7535843161207,207.3971710205078,194.22793579101562,193.971923828125
538,AM1436,AM1436.jpg,AM1436,2.8,M,-523.4144399428611,,-513.6482379860703,266.995849609375,240.00209045410156,248.39476013183594
539,AM1437,AM1437.jpg,AM1437,3.2,M,-496.9963282808798,,-488.7414824743765,197.3125762939453,167.56622314453125,175.38931274414062
540,AM1438,AM1438.jpg,AM1438,2.533333333333333,M,-499.48651549594024,,-488.6929937220201,209.58770751953125,176.66281127929688,186.61309814453125
541,AM1439,AM1439.jpg,AM1439,2.5166666666666666,M,-519.2548218593214,,-509.68861089230177,212.16444396972656,196.45095825195312,197.6345977783203
542,AM144,AM144.jpg,AM144,3.216666666666667,M,-505.77923000626635,,-493.8244635334387,222.74708557128906,180.20529174804688,195.70687866210938
543,AM1440,AM1440.jpg,AM1440,2.3666666666666667,M,-502.87593025007186,,-492.2931828815398,212.22679138183594,176.1754608154297,187.86985778808594
544,AM1441,AM1441.jpg,AM1441,2.25,M,-513.8085837750617,,-506.7923272547548,240.15284729003906,233.1793975830078,230.8226318359375
545,AM1442,AM1442.jpg,AM1442,2.466666666666667,M,-503.4006544425671,,-493.22473942472527,208.9985809326172,182.64077758789062,189.14306640625
546,AM1443,AM1443.jpg,AM1443,2.316666666666667,M,-556.0139879764254,,-545.295928024348,309.43292236328125,282.61865234375,291.66265869140625
547,AM1109,AM1109.jpg,AM1109,2.15,M,-529.755735421033,,-521.2510055691776,246.6865997314453,219.94400024414062,227.75181579589844
548,AM111,AM111.jpg,AM111,1.25,M,-533.2549977724477,,-527.7845995865935,251.5666961669922,227.08724975585938,233.84458923339844
549,AM1110,AM1110.jpg,AM1110,2.6,M,-518.3336063541892,,-504.84149873800965,280.96502685546875,241.7596893310547,256.80853271484375
550,AM1111,AM1111.jpg,AM1111,2.216666666666667,M,-539.4058117605734,,-529.6556330661693,298.5117492675781,271.92523193359375,280.6820068359375
551,AM1112,AM1112.jpg,AM1112,2.75,M,-543.4534490303165,,-531.3754007112647,279.6358337402344,250.4529571533203,260.22589111328125
552,AM1113,AM1113.jpg,AM1113,2.95,M,-508.2346925955496,,-494.3916936331546,256.4627380371094,213.10244750976562,229.88906860351562
553,AM1114,AM1114.jpg,AM1114,3.316666666666667,M,-511.18858333244606,,-500.7662089765837,224.54638671875,184.04910278320312,198.50350952148438
554,AM1115,AM1115.jpg,AM1115,2.583333333333333,M,-512.024837182039,,-508.6020821343021,214.30029296875,204.45108032226562,202.77696228027344
555,AM1116,AM1116.jpg,AM1116,2.5,M,-520.9819878549482,,-517.9909503295395,226.2176513671875,212.50852966308594,213.12725830078125
556,AM1117,AM1117.jpg,AM1117,2.9,M,-511.761593661421,,-499.28512705370804,212.26182556152344,177.75294494628906,188.6310577392578
557,AM1118,AM1118.jpg,AM1118,2.316666666666667,M,-502.25970890126797,,-495.95650142099385,212.67796325683594,168.71115112304688,184.6720428466797
558,AM1119,AM1119.jpg,AM1119,2.6333333333333333,M,-519.5066676483311,,-520.010849663234,270.17510986328125,257.4187316894531,258.6224670410156
559,AM112,AM112.jpg,AM112,4.133333333333334,M,-521.2714963438541,,-517.204654917079,234.36978149414062,200.31231689453125,211.62037658691406
560,AM1120,AM1120.jpg,AM1120,2.5166666666666666,M,-505.9473495368522,,-500.09265376903204,215.6339874267578,183.6873016357422,193.32769775390625
561,AM1121,AM1121.jpg,AM1121,2.566666666666667,M,-520.9806847481168,,-513.428863384053,263.7061462402344,230.9334716796875,242.26364135742188
562,AM1122,AM1122.jpg,AM1122,2.216666666666667,M,-496.27506359000864,,-482.5551585100303,189.68478393554688,159.68447875976562,167.31947326660156
563,AM1123,AM1123.jpg,AM1123,2.15,M,-510.8175630609285,,-504.07164555538077,220.27035522460938,192.53704833984375,200.1270751953125
564,AM1124,AM1124.jpg,AM1124,2.1166666666666667,M,-520.8823156608203,,-511.58514874325084,231.62081909179688,197.1157684326172,208.58450317382812
565,AM1125,AM1125.jpg,AM1125,2.0166666666666666,M,-563.5246348480874,,-558.1304510946811,298.8764953613281,273.12353515625,281.45672607421875
566,AM1126,AM1126.jpg,AM1126,2.4,M,-494.59379274514606,,-483.96003403161393,205.26336669921875,157.44857788085938,175.2644500732422
567,CM2,CM2.jpg,CM2,3.7,M,-556.1182253153594,,-554.9772809491656,280.91998291015625,263.2692565917969,267.1506042480469
568,CM20,CM20.jpg,CM20,3.966666666666667,M,-inf,,-inf,407.146728515625,391.9906005859375,396.192626953125
569,CM200,CM200.jpg,CM200,3.566666666666667,M,-581.9898865755919,,-604.7588938809924,288.611572265625,286.8702697753906,282.93402099609375
570,CM201,CM201.jpg,CM201,3.283333333333333,M,-567.6269377304836,,-567.2311691281385,282.031494140625,266.0278625488281,269.095458984375
571,CM202,CM202.jpg,CM202,2.9166666666666665,M,-531.7778041652383,,-530.6936455526178,246.59788513183594,244.13970947265625,239.71527099609375
572,CM203,CM203.jpg,CM203,2.6,M,-543.6030770288603,,-543.0251245434708,255.85166931152344,252.4806365966797,248.71539306640625
573,CM204,CM204.jpg,CM204,2.9,M,-570.4755468697689,,-570.6277941678804,305.8522033691406,286.30474853515625,291.5716857910156
574,CM205,CM205.jpg,CM205,2.216666666666667,M,-537.1489018584302,,-533.4267011030088,271.0083312988281,247.96282958984375,254.40443420410156
575,CM206,CM206.jpg,CM206,2.95,M,-674.0624323597798,,-670.6902413817672,380.0538024902344,353.96484375,363.48602294921875
576,CM207,CM207.jpg,CM207,2.3,M,-540.2106172657373,,-532.5041366679601,244.78964233398438,240.14454650878906,236.7525177001953
577,CM208,CM208.jpg,CM208,3.2666666666666666,M,-557.8785583711228,,-552.3703102938749,296.5238037109375,278.13519287109375,282.6638488769531
578,CM209,CM209.jpg,CM209,2.75,M,-553.4823263508547,,-551.7388163367192,262.9438171386719,253.79379272460938,253.04432678222656
579,CM21,CM21.jpg,CM21,3.05,M,-569.9625210810347,,-571.7386406797131,280.1240234375,265.1739501953125,267.6741027832031
580,CM210,CM210.jpg,CM210,2.533333333333333,M,-541.8153453800874,,-544.4304925664972,236.88385009765625,213.67127990722656,219.41001892089844
581,CM211,CM211.jpg,CM211,2.7333333333333334,M,-548.8324873156024,,-538.0791432936384,273.8775329589844,255.35546875,259.54522705078125
582,CM212,CM212.jpg,CM212,2.466666666666667,M,-564.922792943705,,-553.5433497208475,294.99981689453125,283.5042724609375,284.5274353027344
583,CM213,CM213.jpg,CM213,3.05,M,-552.6043238608548,,-555.4548203637946,243.1051025390625,222.60781860351562,227.1194305419922
584,CM214,CM214.jpg,CM214,2.85,M,-585.8080846983089,,-584.1836639517245,270.2269592285156,265.5335998535156,262.71923828125
585,CM215,CM215.jpg,CM215,2.7,M,-612.1699641383635,,-609.5794180056745,345.45050048828125,329.7811279296875,333.619384765625
586,CM216,CM216.jpg,CM216,3.2333333333333334,M,-605.5605119985571,,-592.1753601034584,340.7997741699219,313.0456848144531,322.9971008300781
587,CM217,CM217.jpg,CM217,2.816666666666667,M,-527.8367072766483,,-522.1642837193731,239.97300720214844,240.61880493164062,234.5171661376953
588,AM990,AM990.jpg,AM990,2.716666666666667,M,-500.14756861294705,,-487.1644867592593,194.9701385498047,156.1961669921875,168.70498657226562
589,AM991,AM991.jpg,AM991,2.1,M,-512.1280075141451,,-504.7189822850693,237.42230224609375,190.43435668945312,208.74234008789062
590,AM992,AM992.jpg,AM992,2.683333333333333,M,-516.5118312275304,,-511.3894088473367,218.06561279296875,190.541259765625,197.9529266357422
591,AM993,AM993.jpg,AM993,2.283333333333333,M,-502.1063339406933,,-495.12316882590255,198.4374237060547,174.0484161376953,179.1401824951172
592,AM994,AM994.jpg,AM994,2.716666666666667,M,-491.66006597883074,,-482.4672586614121,184.67686462402344,160.37059020996094,164.8278045654297
593,AM995,AM995.jpg,AM995,2.7,M,-491.5985316759083,,-481.2029084420452,200.74118041992188,169.98081970214844,178.4694061279297
