,Model,Image,y_pred,y_true,sexe_f_prob,folder,GenderSelf,Feminine,Attractive,LL,LL_F,LL_M,dist_centre_F,dist_centre_H,dist_centre
146,BF-016,CFD-BF-016-017-N.jpg,0,0,0.9865068,CFD,F,4.120481928,2.476190476,-429.2845323902535,-432.4466859722676,,218.72557067871094,327.03326416015625,257.12872314453125
147,BF-018,CFD-BF-018-039-N.jpg,1,0,0.30006176,CFD,F,4.611111111,3.444444444,-423.2636185661034,-412.5222886535391,,245.90359497070312,293.27899169921875,249.1229248046875
148,BF-019,CFD-BF-019-001-N.jpg,1,0,0.022363704,CFD,F,4.010989011,2.615384615,-407.0725752191473,-405.1351863167523,,220.75701904296875,271.06439208984375,223.58544921875
149,BF-020,CFD-BF-020-002-N.jpg,1,0,0.00027159267,CFD,F,3.446808511,2.64893617,-450.7390222494431,-466.9185118402097,,313.5932312011719,264.6004943847656,271.1903991699219
150,BF-021,CFD-BF-021-013-N.jpg,1,0,0.055477645,CFD,F,3.989130435,3.054347826,-420.8125725314937,-416.7260987073786,,254.75027465820312,297.86236572265625,256.60198974609375
151,BF-023,CFD-BF-023-010-N.jpg,1,0,0.053145804,CFD,F,3.911111111,2.857142857,-445.3130029843413,-439.60181358123106,,310.6139221191406,344.68133544921875,310.88641357421875
152,BF-024,CFD-BF-024-002-N.jpg,0,0,0.8731714,CFD,F,3.5,2.3,-407.91701468714984,-403.93553034782354,,174.21641540527344,251.02406311035156,188.42445373535156
153,BF-025,CFD-BF-025-002-N.jpg,0,0,0.8036801,CFD,F,4.659574468,3.70212766,-501.7688441183258,-566.0417704601282,,318.0456237792969,364.4462890625,325.71221923828125
154,BF-027,CFD-BF-027-002-N.jpg,0,0,0.60750985,CFD,F,4.365591398,3,-441.49134789722814,-444.93265124789485,,312.7396545410156,369.42822265625,325.4387512207031
155,BF-028,CFD-BF-028-001-N.jpg,1,0,0.003437411,CFD,F,4.655913978,3.731182796,-445.3143335481389,-466.49329619689934,,294.04632568359375,301.0130615234375,279.0147705078125
156,BF-029,CFD-BF-029-031-N.jpg,1,0,0.00202319,CFD,F,3.104651163,2.11627907,-417.23622927763705,-420.8029201070188,,261.7857360839844,261.7506408691406,240.83953857421875
157,BF-030,CFD-BF-030-002-N.jpg,1,0,0.07257259,CFD,F,4.720430108,3.741935484,-422.02700462879193,-418.3775204595352,,278.27911376953125,310.81396484375,276.01544189453125
158,BF-031,CFD-BF-031-002-N.jpg,1,0,0.2754936,CFD,F,4.260869565,3.02173913,-423.24865846439224,-417.45619902717203,,261.45989990234375,324.6557922363281,275.2788391113281
159,BF-032,CFD-BF-032-038-N.jpg,1,0,0.0040191785,CFD,F,3.652631579,2.357894737,-446.5479004497753,-450.24105916912794,,297.5743408203125,322.6845703125,292.5916442871094
160,BF-033,CFD-BF-033-028-N.jpg,1,0,0.38575593,CFD,F,3.308510638,2.436170213,-431.0786612254193,-433.43876739213295,,245.7591552734375,269.2805480957031,236.1634063720703
161,BF-034,CFD-BF-034-002-N.jpg,1,0,0.00046373185,CFD,F,3.164948454,2.237113402,-439.50523864149443,-442.888768921993,,268.4616394042969,263.8424377441406,245.64837646484375
162,BF-035,CFD-BF-035-001-N.jpg,1,0,0.00024641087,CFD,F,2.341176471,2.658823529,-411.63747965760615,-419.9706209796391,,238.6620330810547,235.52392578125,213.46536254882812
163,BF-036,CFD-BF-036-027-N.jpg,0,0,0.90020025,CFD,F,4.460674157,3.719101124,-447.4589084909842,-447.9797946180777,,309.3841247558594,406.3187561035156,344.7752685546875
164,BF-037,CFD-BF-037-022-N.jpg,0,0,0.93759006,CFD,F,4.252873563,2.941176471,-414.54459580204235,-410.40007182494,,227.03012084960938,297.4058837890625,242.58587646484375
165,BF-038,CFD-BF-038-037-N.jpg,1,0,0.03320812,CFD,F,2.924731183,1.892473118,-434.69920809107407,-436.90800368420173,,268.2356872558594,292.2159423828125,260.6152648925781
166,BF-039,CFD-BF-039-031-N.jpg,1,0,0.2335059,CFD,F,4.511111111,3.322222222,-397.1012556131854,-391.255394002627,,236.25979614257812,269.0916748046875,230.73390197753906
167,BF-041,CFD-BF-041-001-N.jpg,1,0,0.2737163,CFD,F,4.723404255,4,-417.2716739689799,-419.9037211909251,,285.420166015625,312.9168395996094,280.76220703125
168,BF-042,CFD-BF-042-026-N.jpg,0,0,0.70550346,CFD,F,4.522727273,3.738636364,-405.16045971236105,-406.0562757593028,,212.8069610595703,271.2449035644531,219.93914794921875
169,BF-043,CFD-BF-043-003-N.jpg,1,0,0.0055494383,CFD,F,4.336956522,3.225806452,-415.90227896010015,-419.65371494685024,,275.50836181640625,255.1551971435547,244.87171936035156
170,BF-044,CFD-BF-044-034-N.jpg,1,0,4.7523943e-05,CFD,F,2.765957447,2.106382979,-457.19115425186425,-523.1503759477021,,353.90673828125,290.26397705078125,307.40625
171,BF-045,CFD-BF-045-003-N.jpg,0,0,0.99539965,CFD,F,3.414893617,2.787234043,-524.0572181601347,-535.6788086344709,,299.3959045410156,373.714111328125,321.63055419921875
172,BF-047,CFD-BF-047-003-N.jpg,0,0,0.8430609,CFD,F,3.852272727,2.909090909,-409.12313058717797,-399.4953643180956,,253.126708984375,304.2524108886719,259.53045654296875
173,BF-048,CFD-BF-048-002-N.jpg,1,0,0.0035032209,CFD,F,3.489361702,2.680851064,-408.8899393755318,-405.65110751286795,,229.8941192626953,242.93777465820312,212.23582458496094
174,BF-049,CFD-BF-049-032-N.jpg,1,0,0.008229989,CFD,F,5.212765957,4.446808511,-419.34292539426644,-422.19542245580067,,232.58123779296875,267.8930969238281,228.2680206298828
175,BF-050,CFD-BF-050-003-N.jpg,0,0,0.74390805,CFD,F,4.760416667,3.791666667,-430.36051061871393,-431.8134034063006,,232.07107543945312,268.95404052734375,228.5938720703125
176,BF-051,CFD-BF-051-035-N.jpg,1,0,0.00690614,CFD,F,3.195402299,2.137931034,-406.31430833173863,-406.3776477753663,,218.2310791015625,193.6593780517578,178.8977508544922
177,BF-200,CFD-BF-200-080-N.jpg,0,0,0.7454682,CFD,F,2.714285714,1.551724138,-434.92158064797917,-442.29671243101177,,273.09283447265625,325.75726318359375,281.5831298828125
178,BF-201,CFD-BF-201-080-N.jpg,0,0,0.9748489,CFD,F,5,4.16,-494.68413195045116,-496.9179549812202,,411.37310791015625,489.7575988769531,439.5816345214844
179,BF-202,CFD-BF-202-109-N.jpg,0,0,0.99700963,CFD,F,4.033333333,3.066666667,-448.3130065809644,-465.532140188482,,295.8025207519531,375.9112548828125,320.8185119628906
180,BF-203,CFD-BF-203-184-N.jpg,0,0,0.982895,CFD,F,4.32,2.48,-461.9867122464147,-470.9229153957135,,357.28729248046875,454.5107727050781,393.85552978515625
181,BF-204,CFD-BF-204-189-N.jpg,0,0,0.9982064,CFD,F,4.875,4,-592.0596603765474,-579.2244551766241,,516.383056640625,622.4105834960938,561.4542236328125
182,BF-205,CFD-BF-205-141-N.jpg,1,0,0.001849453,CFD,F,3.714285714,2.607142857,-462.0560969431368,-476.1623381107296,,348.82012939453125,344.298828125,330.94189453125
183,BF-206,CFD-BF-206-143-N.jpg,1,0,0.06951103,CFD,F,3.5,2.321428571,-442.3653940464298,-480.5114924776991,,335.9907531738281,329.14892578125,316.40277099609375
184,BF-207,CFD-BF-207-004-N.jpg,0,0,0.99999607,CFD,F,4.392857143,3.814814815,-425.573948423425,-425.1756506746957,,260.30133056640625,390.2721252441406,313.4927978515625
185,BF-208,CFD-BF-208-266-N.jpg,0,0,0.9606368,CFD,F,4.433333333,3.366666667,-459.03276345791073,-462.2483942166058,,369.1055908203125,446.7013854980469,395.9804382324219
186,BF-209,CFD-BF-209-172-N.jpg,1,0,0.0023561297,CFD,F,3.785714286,2.428571429,-431.8450839397543,-447.3345200458724,,272.34100341796875,261.92425537109375,245.66732788085938
187,BF-211,CFD-BF-211-168-N.jpg,0,0,0.89684266,CFD,F,3.814814815,2.518518519,-514.3763097513532,-522.8040235440119,,316.6968078613281,417.8424987792969,354.71795654296875
188,BF-212,CFD-BF-212-315-N.jpg,0,0,0.9838702,CFD,F,5.166666667,4.6,-466.37498924385534,-467.5211980239271,,261.25494384765625,330.2197265625,278.8060607910156
189,BF-213,CFD-BF-213-188-N.jpg,1,0,0.1371782,CFD,F,3.555555556,2.481481481,-426.77121449101276,-436.96358507086654,,253.34066772460938,265.06195068359375,237.212158203125
190,BF-214,CFD-BF-214-308-N.jpg,0,0,0.79961854,CFD,F,5.461538462,4.846153846,-485.12142590311356,-490.00744897363484,,355.03851318359375,429.7533874511719,379.728759765625
191,BF-215,CFD-BF-215-177-N.jpg,1,0,0.00017727715,CFD,F,4.733333333,3.857142857,-443.6288225450754,-460.26571834999896,,331.66558837890625,306.20428466796875,302.3844299316406
192,BF-216,CFD-BF-216-132-N.jpg,0,0,0.99941957,CFD,F,6,4.892857143,-464.0957001285106,-481.06214172768546,,312.7382507324219,392.5097961425781,338.0741271972656
193,BF-217,CFD-BF-217-189-N.jpg,0,0,0.979624,CFD,F,5.448275862,4.714285714,-405.67551985430003,-396.364471354672,,207.4886016845703,298.28155517578125,233.88214111328125
194,BF-218,CFD-BF-218-207-N.jpg,0,0,0.8699116,CFD,F,5.625,5.08,-508.2937827878282,-502.632177592837,,342.1678161621094,404.4949035644531,359.4327392578125
195,BF-219,CFD-BF-219-137-N.jpg,1,0,0.00010071429,CFD,F,3.137931034,2.310344828,-427.00309800003396,-431.18696938847665,,240.20640563964844,239.7177734375,216.2965545654297
196,BF-220,CFD-BF-220-161-N.jpg,1,0,0.0067157275,CFD,F,3.366666667,2.266666667,-414.4900341515332,-410.77755588347804,,286.5633850097656,291.61383056640625,270.12335205078125
197,BF-221,CFD-BF-221-223-N.jpg,0,0,0.8537978,CFD,F,5.52,4.64,-425.2475006242668,-430.83617241436457,,297.4593505859375,384.6558837890625,326.86395263671875
198,BF-222,CFD-BF-222-240-N.jpg,1,0,0.3664459,CFD,F,4.344827586,3.517241379,-414.69266729772113,-408.33379518594217,,233.29501342773438,283.8074645996094,237.740234375
199,BF-223,CFD-BF-223-250-N.jpg,1,0,0.35364538,CFD,F,5.454545455,4.454545455,-555.9099759209417,-559.1677438321219,,380.8973083496094,440.91302490234375,398.1802978515625
200,BF-224,CFD-BF-224-002-N.jpg,1,0,0.0015446219,CFD,F,2.75862069,2.034482759,-421.5271728585763,-432.8052951860483,,303.6625061035156,316.5185546875,292.38446044921875
201,BF-225,CFD-BF-225-192-N.jpg,0,0,0.90950596,CFD,F,3.730769231,2.692307692,-415.8159140521172,-428.65203357653934,,228.201171875,301.35015869140625,245.26853942871094
202,BF-226,CFD-BF-226-119-N.jpg,1,0,0.044006594,CFD,F,5.481481481,4.62962963,-560.8413194427542,-606.693324028591,,403.42572021484375,447.8031921386719,413.5151672363281
203,BF-227,CFD-BF-227-137-N.jpg,1,0,0.00012231436,CFD,F,2.592592593,2.111111111,-407.16753749647813,-407.61347382905325,,216.25547790527344,196.00927734375,178.68795776367188
204,BF-228,CFD-BF-228-212-N.jpg,0,0,0.9603863,CFD,F,4.896551724,4.103448276,-483.78140334503576,-476.30081173472644,,298.6649169921875,394.7143249511719,333.2198791503906
205,BF-229,CFD-BF-229-179-N.jpg,1,0,2.2672526e-05,CFD,F,4.846153846,4.730769231,-435.6860797457384,-430.6180444541455,,278.93896484375,244.60792541503906,241.67446899414062
206,BF-230,CFD-BF-230-189-N.jpg,0,0,0.9987527,CFD,F,4.461538462,3.518518519,-450.9342053478382,-451.0485705230421,,235.94456481933594,345.7357482910156,275.75177001953125
207,BF-232,CFD-BF-232-187-N.jpg,0,0,0.7579201,CFD,F,5.888888889,4.666666667,-492.65214462160645,-492.0145385656316,,370.2706604003906,441.315673828125,393.07489013671875
208,BF-233,CFD-BF-233-116-N.jpg,1,0,0.4771434,CFD,F,5.88,5.12,-424.0955340166428,-420.1677358193482,,229.56968688964844,290.0475769042969,238.85150146484375
209,BF-234,CFD-BF-234-167-N.jpg,0,0,0.99621886,CFD,F,4.296296296,3,-472.7201309925356,-481.96063012185994,,276.67987060546875,336.1838684082031,289.04437255859375
210,BF-235,CFD-BF-235-168-N.jpg,0,0,0.93318945,CFD,F,4.379310345,3.724137931,-417.2468623247919,-429.25271649843927,,199.07716369628906,294.4354248046875,227.3731689453125
211,BF-236,CFD-BF-236-177-N.jpg,0,0,0.9957716,CFD,F,4.571428571,2.689655172,-501.52347913487006,-539.4517906608528,,334.2107238769531,395.2535095214844,349.7523193359375
212,BF-237,CFD-BF-237-172-N.jpg,0,0,0.8780087,CFD,F,5,4.37037037,-448.1778808788417,-453.2687792590632,,252.335205078125,297.81298828125,255.5557403564453
213,BF-238,CFD-BF-238-190-N.jpg,1,0,0.16150828,CFD,F,4.130434783,3.28,-424.14620008152946,-431.4363854725981,,267.46234130859375,271.47686767578125,249.13621520996094
214,BF-239,CFD-BF-239-180-N.jpg,1,0,0.2176596,CFD,F,4.448275862,3.103448276,-475.4196283763532,-484.07826848448053,,274.46710205078125,289.6218566894531,262.0611877441406
215,BF-240,CFD-BF-240-179-N.jpg,0,0,0.99996364,CFD,F,5.896551724,5.310344828,-485.9326038218468,-483.18583678061276,,272.3503112792969,406.94305419921875,328.9810485839844
216,BF-241,CFD-BF-241-222-N.jpg,0,0,0.99487406,CFD,F,5.518518519,4.821428571,-422.4343473935696,-415.6285021829807,,260.37823486328125,374.0691833496094,303.7210388183594
217,BF-242,CFD-BF-242-154-N.jpg,0,0,0.9387911,CFD,F,4.384615385,3.692307692,-440.3879222558478,-452.9499822082411,,274.15631103515625,334.7917175292969,287.2998352050781
218,BF-243,CFD-BF-243-164-N.jpg,1,0,0.261874,CFD,F,4.68,4.08,-462.0912051228097,-483.26112589483216,,305.0967712402344,351.75323486328125,311.981201171875
219,BF-244,CFD-BF-244-231-N.jpg,0,0,0.98342013,CFD,F,5.214285714,4.75,-430.5213435338283,-428.5150689514418,,216.88815307617188,328.46343994140625,256.8131103515625
220,BF-245,CFD-BF-245-178-N.jpg,1,0,0.35194156,CFD,F,4.642857143,2.75,-418.7248701129855,-421.0738209933238,,302.42535400390625,326.82391357421875,297.272705078125
221,BF-246,CFD-BF-246-170-N.jpg,1,0,0.38525453,CFD,F,4.222222222,2.851851852,-503.035892426949,-498.94508944580747,,391.77191162109375,446.5080871582031,406.9305114746094
222,BF-247,CFD-BF-247-179-N.jpg,0,0,0.73187464,CFD,F,5.037037037,4.481481481,-442.0691933777911,-446.50777734030373,,297.8870849609375,371.2956237792969,319.2650146484375
223,BF-248,CFD-BF-248-149-N.jpg,0,0,0.99280894,CFD,F,4.821428571,3.678571429,-531.1614981275161,-562.899325528913,,397.29571533203125,492.77044677734375,434.4645080566406
224,BF-249,CFD-BF-249-091-N.jpg,0,0,0.71068114,CFD,F,4.576923077,3.615384615,-481.51081749057244,-490.7823924074298,,260.2575378417969,322.97637939453125,273.6719055175781
225,BF-250,CFD-BF-250-121-N.jpg,0,0,0.73345304,CFD,F,5.523809524,3.947368421,-459.8580313055134,-483.55922675024806,,252.96942138671875,330.8540954589844,274.7089538574219
226,BF-251,CFD-BF-251-211-N.jpg,0,0,0.9414938,CFD,F,5.074074074,4.192307692,-472.1735877644625,-483.90952490860525,,281.16217041015625,343.3432312011719,295.2447204589844
227,BF-253,CFD-BF-253-202-N.jpg,1,0,0.16792172,CFD,F,4.166666667,2.666666667,-408.3047234569833,-423.2562975724986,,235.33775329589844,258.8960876464844,224.5343780517578
228,BF-254,CFD-BF-254-201-N.jpg,0,0,0.98464876,CFD,F,4.230769231,2.666666667,-439.59174771356163,-448.64526168957525,,230.08103942871094,310.5364990234375,251.5655059814453
229,BF-255,CFD-BF-255-140-N.jpg,0,0,0.97590065,CFD,F,4.538461538,3.884615385,-434.756264119379,-434.9345726049119,,275.32196044921875,352.4844970703125,297.68084716796875
230,BM-001,CFD-BM-001-014-N.jpg,1,1,0.0026701142,CFD,M,1.404255319,2.849462366,-475.2758649940357,,-485.7791852165928,345.08331298828125,330.0542907714844,322.0229797363281
231,BM-002,CFD-BM-002-013-N.jpg,1,1,1.8563003e-05,CFD,M,2.042553191,3.670212766,-415.3481039331182,,-425.73339420784595,291.3630065917969,231.8708038330078,242.8789825439453
232,BM-003,CFD-BM-003-003-N.jpg,1,1,2.9699652e-06,CFD,M,1.263736264,2.384615385,-433.41374222013746,,-424.904938734693,337.5016784667969,267.5845642089844,287.4627685546875
233,BM-004,CFD-BM-004-002-N.jpg,1,1,0.0022203003,CFD,M,1.596899225,2.480620155,-450.8068389496066,,-508.4961553389332,305.6205749511719,304.3404541015625,286.6225891113281
234,BM-005,CFD-BM-005-003-N.jpg,1,1,0.004740617,CFD,M,1.630434783,2.836956522,-415.9486691877288,,-421.0595775238821,286.0694274902344,296.738037109375,272.3226623535156
235,BM-009,CFD-BM-009-002-N.jpg,1,1,1.549207e-05,CFD,M,1.612244898,2.908163265,-438.9480029820321,,-450.8937643920686,342.4372253417969,264.8529052734375,288.4263610839844
236,BM-010,CFD-BM-010-003-N.jpg,1,1,3.7076155e-05,CFD,M,1.521276596,3.457446809,-436.436734951636,,-431.3717880732367,327.7682800292969,268.7568359375,281.9669494628906
237,BM-011,CFD-BM-011-016-N.jpg,1,1,3.2969765e-06,CFD,M,1.793478261,2.869565217,-430.7612241386107,,-427.6177599371776,323.5042724609375,233.84658813476562,263.2282409667969
238,BM-012,CFD-BM-012-018-N.jpg,1,1,2.5274783e-05,CFD,M,1.407407407,2.5,-434.40959617400847,,-445.4310518932283,340.2950744628906,240.6197967529297,276.2518615722656
239,BM-013,CFD-BM-013-002-N.jpg,1,1,1.9393383e-05,CFD,M,2,2.707865169,-421.9248818450732,,-424.629261940841,338.91229248046875,275.52630615234375,291.6704406738281
240,BM-015,CFD-BM-015-015-N.jpg,1,1,0.0025921084,CFD,M,1.505376344,2.569892473,-437.9004232507881,,-451.66003942625736,292.50640869140625,256.7304382324219,255.05621337890625
241,BM-016,CFD-BM-016-036-N.jpg,1,1,4.5743785e-05,CFD,M,1.6,2.956043956,-461.18400566219464,,-471.1683004609543,330.7122802734375,276.6199951171875,287.4504699707031
242,BM-017,CFD-BM-017-021-N.jpg,1,1,5.899539e-05,CFD,M,1.901098901,2.945054945,-458.04289286857505,,-462.5488877490693,356.6253662109375,338.3321533203125,332.1246337890625
243,BM-018,CFD-BM-018-001-N.jpg,1,1,7.5554644e-06,CFD,M,1.489795918,3.551020408,-414.48647186204624,,-416.4638286977969,306.7117919921875,242.13262939453125,256.4995422363281
244,BM-019,CFD-BM-019-002-N.jpg,1,1,0.00043467522,CFD,M,1.693181818,3.875,-399.48493485435074,,-398.4059649793967,254.02186584472656,208.9222412109375,208.90858459472656
245,BM-020,CFD-BM-020-001-N.jpg,1,1,2.1697613e-07,CFD,M,1.639534884,2.729411765,-465.3490935083705,,-469.14806752514295,439.0859680175781,347.2057800292969,382.71429443359375
246,BM-021,CFD-BM-021-021-N.jpg,1,1,0.00040219375,CFD,M,1.755319149,3.095744681,-440.6020538250211,,-453.0232076273086,313.6890869140625,297.2164001464844,287.86163330078125
247,BM-023,CFD-BM-023-029-N.jpg,1,1,5.716406e-06,CFD,M,2.204301075,2.182795699,-414.5150805932211,,-427.68397080138453,275.9456481933594,228.50189208984375,232.03224182128906
248,BM-024,CFD-BM-024-001-N.jpg,1,1,3.254981e-05,CFD,M,2.322916667,2.989473684,-464.04697030066666,,-480.1109069767347,298.277587890625,256.3271789550781,258.1976013183594
249,BM-025,CFD-BM-025-035-N.jpg,1,1,4.12705e-06,CFD,M,1.365591398,2.64516129,-447.94118449087557,,-467.41406524309264,359.4179382324219,293.7835388183594,312.3459167480469
250,BM-026,CFD-BM-026-002-N.jpg,1,1,1.7306204e-06,CFD,M,1.456521739,3.903225806,-431.7642689143015,,-437.5160746257653,353.3994445800781,227.54762268066406,279.6932678222656
251,BM-027,CFD-BM-027-001-N.jpg,1,1,1.8557745e-05,CFD,M,1.666666667,3.925925926,-416.7072236824222,,-410.52827436864646,274.0185852050781,196.08975219726562,214.73101806640625
252,BM-028,CFD-BM-028-002-N.jpg,1,1,2.7309325e-05,CFD,M,2,3,-400.42637083428815,,-388.61885137582016,258.3663635253906,190.2340087890625,202.27407836914062
253,BM-029,CFD-BM-029-024-N.jpg,1,1,0.00024053232,CFD,M,1.681318681,3,-439.67563561443717,,-453.92994424732206,313.5697326660156,276.4934387207031,277.5221862792969
254,BM-030,CFD-BM-030-003-N.jpg,1,1,1.0375509e-06,CFD,M,1.744680851,3.446808511,-404.73787644495314,,-393.2717058477429,327.5232849121094,232.5184326171875,265.380615234375
255,BM-031,CFD-BM-031-003-N.jpg,1,1,0.0010134305,CFD,M,1.831460674,3.539325843,-419.8962077516913,,-411.3255458189676,316.2289123535156,255.45315551757812,267.9204406738281
256,BM-032,CFD-BM-032-024-N.jpg,1,1,0.0006157271,CFD,M,1.715909091,3.295454545,-436.03047865513435,,-455.6757937513541,299.0543518066406,236.7474822998047,249.56558227539062
257,BM-033,CFD-BM-033-003-N.jpg,1,1,0.0006164317,CFD,M,1.404255319,2.808510638,-449.46150379703624,,-466.39970448641964,349.8865661621094,314.3350830078125,316.43951416015625
258,BM-034,CFD-BM-034-031-N.jpg,1,1,1.0802373e-05,CFD,M,1.7,3.144444444,-417.05266072468874,,-413.45038018281645,317.71868896484375,250.20217895507812,266.8399658203125
259,BM-036,CFD-BM-036-003-N.jpg,1,1,0.088175625,CFD,M,1.848837209,3.435294118,-409.6564817502614,,-409.533147852561,209.3969268798828,211.5992889404297,182.6056671142578
260,BM-037,CFD-BM-037-033-N.jpg,1,1,0.00012267623,CFD,M,1.755555556,4.044444444,-413.7325538396246,,-427.6355610107243,337.00885009765625,290.5733947753906,297.7191467285156
261,BM-038,CFD-BM-038-001-N.jpg,1,1,2.9507448e-06,CFD,M,1.568181818,2.488636364,-419.8213208574536,,-431.71204532316733,281.3987121582031,222.3443145751953,232.04469299316406
262,BM-039,CFD-BM-039-029-N.jpg,1,1,1.3617885e-05,CFD,M,1.56043956,3.230769231,-400.2730835099905,,-389.7402386953331,291.4637756347656,237.3849334716797,245.69607543945312
263,BM-040,CFD-BM-040-002-N.jpg,1,1,0.067500584,CFD,M,2.144578313,2.963855422,-443.73531042159425,,-453.1117308055512,314.741455078125,293.8177795410156,286.39459228515625
264,BM-041,CFD-BM-041-035-N.jpg,1,1,1.4159486e-05,CFD,M,1.571428571,3.261904762,-413.2954690192336,,-410.68510227359957,292.0609130859375,237.08993530273438,245.8148651123047
265,BM-043,CFD-BM-043-071-N.jpg,1,1,0.00017268844,CFD,M,1.67816092,4.852272727,-411.9092882152517,,-410.38066007650286,311.5333557128906,259.591552734375,267.84552001953125
266,BM-044,CFD-BM-044-001-N.jpg,1,1,2.7351943e-08,CFD,M,1.483516484,2.417582418,-486.6876227584427,,-493.04185019100214,496.470703125,341.2889709472656,414.2187805175781
267,BM-046,CFD-BM-046-006-N.jpg,1,1,2.9263306e-06,CFD,M,1.83908046,3.770114943,-426.78957572937975,,-425.7083678922016,311.42718505859375,231.75804138183594,254.7332305908203
268,BM-200,CFD-BM-200-046-N.jpg,1,1,1.6921115e-06,CFD,M,1.259259259,3.222222222,-426.33289537462304,,-434.65066121182446,326.7245178222656,274.0337219238281,283.85491943359375
269,BM-201,CFD-BM-201-077-N.jpg,1,1,0.0002975789,CFD,M,1.423076923,3.192307692,-438.1418197578589,,-440.0157214910632,298.4986877441406,256.44317626953125,259.1186218261719
270,BM-202,CFD-BM-202-063-N.jpg,1,1,0.00021971483,CFD,M,1.407407407,2.185185185,-424.83861002125843,,-420.9266437191925,302.45306396484375,246.8426513671875,256.0680236816406
271,BM-203,CFD-BM-203-001-N.jpg,1,1,0.00017336618,CFD,M,1.384615385,3,-419.3040639570164,,-419.8701411306981,329.88739013671875,296.122802734375,296.467529296875
272,BM-204,CFD-BM-204-003-N.jpg,1,1,2.4009401e-05,CFD,M,2.24137931,3.821428571,-446.9518781222601,,-452.8958442676168,308.7306213378906,224.029296875,249.29209899902344
273,BM-205,CFD-BM-205-001-N.jpg,1,1,0.00022819707,CFD,M,1.2,3.24,-422.0002354530479,,-422.61975064135027,315.5873718261719,299.1271667480469,289.96929931640625
274,BM-206,CFD-BM-206-114-N.jpg,1,1,0.0031666232,CFD,M,1.333333333,3.37037037,-445.78197317182486,,-446.9158696784257,300.7474060058594,259.84295654296875,261.0545654296875
275,BM-207,CFD-BM-207-024-N.jpg,1,1,8.2301534e-07,CFD,M,1.333333333,2.892857143,-401.1140479903772,,-391.9164968411202,288.40081787109375,182.712890625,219.25807189941406
276,BM-208,CFD-BM-208-065-N.jpg,1,1,9.460533e-07,CFD,M,1.633333333,3.5,-459.8565759242966,,-466.02298846821657,379.12542724609375,279.8663330078125,316.9519348144531
277,BM-209,CFD-BM-209-088-N.jpg,1,1,9.3718654e-07,CFD,M,1.607142857,2.714285714,-448.2474414576675,,-457.04210239303484,348.23870849609375,263.626220703125,291.5907287597656
278,BM-210,CFD-BM-210-148-N.jpg,1,1,1.08717856e-07,CFD,M,1.161290323,3.580645161,-425.79496569866643,,-418.05084553551603,354.46990966796875,219.77316284179688,277.3979797363281
279,BM-211,CFD-BM-211-174-N.jpg,1,1,0.0022228656,CFD,M,1.925925926,2.692307692,-432.66610395118687,,-440.1971603000776,325.13238525390625,279.2098388671875,285.4206237792969
280,BM-212,CFD-BM-212-117-N.jpg,1,1,1.1533698e-05,CFD,M,1.565217391,2.217391304,-441.16709015631193,,-448.3288305299611,366.3280944824219,285.560546875,312.0820007324219
281,BM-213,CFD-BM-213-134-N.jpg,1,1,7.1506174e-06,CFD,M,1.4,2.08,-403.392592011117,,-398.0656550295765,295.507080078125,238.60009765625,248.58038330078125
282,BM-214,CFD-BM-214-075-N.jpg,1,1,6.309001e-05,CFD,M,1.384615385,3.518518519,-429.74433409683587,,-446.38495253264745,330.0729675292969,287.4089050292969,292.2908630371094
283,BM-215,CFD-BM-215-155-N.jpg,1,1,6.2423794e-07,CFD,M,1.346153846,4.115384615,-424.0910301789038,,-418.83341655952233,316.7512512207031,212.2205047607422,250.0707550048828
284,BM-216,CFD-BM-216-088-N.jpg,1,1,3.5522223e-06,CFD,M,1.37037037,2.148148148,-477.9944291850197,,-507.58676272265654,381.5661926269531,320.082763671875,337.44976806640625
285,BM-217,CFD-BM-217-082-N.jpg,1,1,0.00072151015,CFD,M,1.448275862,2.857142857,-443.9082376938281,,-449.29668068140995,347.9373779296875,277.24468994140625,297.3850402832031
286,BM-218,CFD-BM-218-132-N.jpg,1,1,1.2400413e-06,CFD,M,1.259259259,2.346153846,-476.4726731788726,,-486.02836309668584,371.2816162109375,271.5649719238281,309.4833068847656
287,BM-221,CFD-BM-221-198-N.jpg,1,1,0.00013124237,CFD,M,2.708333333,2.125,-419.64095789885744,,-420.2148170213323,306.0452880859375,231.23789978027344,250.88552856445312
288,BM-222,CFD-BM-222-173-N.jpg,1,1,8.3730534e-05,CFD,M,1.9,2.766666667,-428.65314686950535,,-421.53058711654717,345.3421936035156,292.2967834472656,302.957275390625
289,BM-223,CFD-BM-223-171-N.jpg,1,1,0.00018938631,CFD,M,1.148148148,3,-448.69896365140136,,-461.00128164044065,297.46148681640625,230.8654327392578,246.06114196777344
290,BM-224,CFD-BM-224-073-N.jpg,1,1,6.5055756e-06,CFD,M,1.103448276,2.448275862,-429.1714906070037,,-441.7212178228153,368.23248291015625,288.5662536621094,315.1409606933594
291,BM-225,CFD-BM-225-154-N.jpg,1,1,0.006217588,CFD,M,1.740740741,2.928571429,-468.82827714269865,,-507.7706769102996,316.2904968261719,307.75421142578125,294.6844482421875
