,Model,Image,y_pred,y_true,sexe_f_prob,Attractive,GenderSelf,LL,LL_F,LL_M,dist_centre_F,dist_centre_H,dist_centre
1269,AM120,AM120.jpg,1,1,0.0048058946,4.433333333333334,M,-429.5246768280099,,-424.80690282857233,291.4039611816406,222.98133850097656,234.4913330078125
1270,AM1200,AM1200.jpg,1,1,0.11429239,2.783333333333333,M,-403.0039092967356,,-392.42347359405954,238.3875732421875,159.77381896972656,169.84072875976562
1271,AM1201,AM1201.jpg,1,1,0.042695284,2.15,M,-423.69191106098936,,-414.98769156876807,333.21197509765625,276.270751953125,285.21148681640625
1272,AM1202,AM1202.jpg,1,1,0.378889,2.683333333333333,M,-413.21765363700683,,-403.4331209495232,307.4903869628906,261.5447692871094,262.95574951171875
1273,AM1917,AM1917.jpg,1,1,4.7687423e-05,2.466666666666667,M,-454.59867122167543,,-442.1080683262693,374.51934814453125,253.82424926757812,300.0224304199219
1274,AM1918,AM1918.jpg,1,1,0.012271699,3.1333333333333333,M,-415.8064674043293,,-404.29049529598416,256.2144775390625,181.06300354003906,192.04832458496094
1275,AM1919,AM1919.jpg,0,1,0.54887044,2.8666666666666667,M,-413.57431246579694,,-406.56227428487125,268.2629089355469,223.8687286376953,220.70077514648438
1276,AM192,AM192.jpg,1,1,0.006225731,2.6166666666666667,M,-410.5142881549237,,-403.10455362025533,273.53741455078125,185.80133056640625,205.76722717285156
1277,AM1920,AM1920.jpg,1,1,0.0013288474,2.583333333333333,M,-409.184873944155,,-397.9005515468654,261.62164306640625,147.0958251953125,180.8570098876953
1278,AM1921,AM1921.jpg,1,1,0.00017611211,2.85,M,-420.09031090123904,,-419.8942505584063,289.8819885253906,209.32327270507812,227.1378631591797
1279,AM1922,AM1922.jpg,0,1,0.945084,2.3666666666666667,M,-456.4058864741821,,-448.5740221718503,332.2628173828125,332.89898681640625,313.4930419921875
1280,AM1923,AM1923.jpg,1,1,0.09828225,2.433333333333333,M,-403.65561556729506,,-391.7290981795179,232.37782287597656,156.05702209472656,163.84246826171875
1281,AM1924,AM1924.jpg,1,1,0.19560577,2.75,M,-414.11466127877696,,-406.0573187464228,254.44351196289062,223.66432189941406,212.25302124023438
1282,AM1925,AM1925.jpg,0,1,0.9933775,3.5166666666666666,M,-427.1242335000039,,-420.7998423550998,213.6021728515625,199.4270782470703,174.25917053222656
1283,AM1926,AM1926.jpg,1,1,0.00023223733,3.6166666666666663,M,-441.5899984483027,,-424.48794680257856,393.0028076171875,288.2629699707031,326.2531433105469
1284,AM1927,AM1927.jpg,1,1,0.0012394614,3.8333333333333335,M,-417.368392398724,,-409.9672792177838,299.06781005859375,202.48992919921875,229.9773712158203
1285,AM1928,AM1928.jpg,1,1,0.008346609,3.4166666666666665,M,-429.415334833908,,-419.21771129990094,343.5029602050781,262.5717468261719,284.8452453613281
1286,AM1929,AM1929.jpg,0,1,0.50643903,4.183333333333334,M,-469.68955891615565,,-470.6769780655474,321.76397705078125,346.89013671875,315.5948791503906
1287,AM193,AM193.jpg,1,1,0.0005247804,4.383333333333334,M,-428.8506889176241,,-423.00679082165504,311.3982849121094,231.815185546875,251.04043579101562
1288,AM1930,AM1930.jpg,1,1,0.020644043,4.3,M,-407.27175213927364,,-395.4982575998109,251.25682067871094,177.35818481445312,186.97776794433594
1289,AM1931,AM1931.jpg,1,1,0.08143536,3.8333333333333335,M,-411.7744517765698,,-400.3046237762028,238.52297973632812,179.77870178222656,179.65110778808594
1290,AM1932,AM1932.jpg,0,1,0.89885545,3.0,M,-418.56441959588113,,-414.07736359088995,243.79547119140625,220.45852661132812,204.17349243164062
1291,AM1933,AM1933.jpg,1,1,0.001966933,3.95,M,-458.59338298030525,,-452.18293122713203,352.3810119628906,257.51190185546875,287.941162109375
1292,AM1934,AM1934.jpg,1,1,0.0010825131,4.466666666666667,M,-420.43079397139155,,-412.22362353634924,353.23248291015625,247.32579040527344,283.97064208984375
1293,AF414,AF414.jpg,0,0,0.97040063,2.35,F,-413.14781101791095,-410.85458638607656,,234.26100158691406,275.0343933105469,230.0625762939453
1294,AF415,AF415.jpg,0,0,0.9988973,2.55,F,-408.09148604357114,-407.88538478672945,,198.1057891845703,287.4317626953125,220.45223999023438
1295,AF416,AF416.jpg,0,0,0.92373466,2.533333333333333,F,-417.3018974653436,-418.86106150278727,,203.9313507080078,247.37879943847656,197.6356658935547
1296,AF417,AF417.jpg,0,0,0.99716055,2.933333333333333,F,-439.1915875118491,-433.4355231999958,,242.4273681640625,323.7574157714844,263.5577087402344
1297,AF418,AF418.jpg,0,0,0.9993876,2.7333333333333334,F,-413.69786061498934,-408.6361619500395,,213.30575561523438,326.1203308105469,252.1797637939453
1298,AF419,AF419.jpg,0,0,0.9982993,2.7333333333333334,F,-431.6513488518085,-435.437479612012,,264.99725341796875,354.4509582519531,292.5700378417969
1299,AF42,AF42.jpg,0,0,0.9894824,2.3,F,-422.56323106884753,-423.0883822215241,,290.4507751464844,304.3560485839844,275.97979736328125
1300,AF420,AF420.jpg,0,0,0.9999521,3.4166666666666665,F,-419.4310089264353,-416.71216657705236,,227.33505249023438,347.38336181640625,271.74603271484375
1301,AF421,AF421.jpg,0,0,0.99869317,2.55,F,-432.1984581042236,-431.018036929764,,279.0228576660156,359.0399475097656,301.7439880371094
1302,AF422,AF422.jpg,0,0,0.99456936,2.3666666666666667,F,-442.9234519262684,-435.00096431240064,,294.1398620605469,333.9313049316406,294.41790771484375
1303,AF423,AF423.jpg,0,0,0.99940276,2.95,F,-413.72235892210017,-414.65846559866964,,252.27284240722656,331.3463439941406,272.7337951660156
1304,AF424,AF424.jpg,0,0,0.99946815,2.6,F,-441.56304953976314,-439.4843288456137,,309.8720397949219,384.4384460449219,331.02044677734375
1305,AF425,AF425.jpg,0,0,0.99995565,2.466666666666667,F,-420.4592467939006,-416.84048008101064,,230.58773803710938,311.1691589355469,250.33213806152344
1306,AF426,AF426.jpg,0,0,0.89547026,2.3666666666666667,F,-409.7731710105128,-413.1801737552562,,236.12258911132812,258.1812744140625,221.07339477539062
1307,AF427,AF427.jpg,0,0,0.99888927,2.333333333333333,F,-412.02573759600773,-409.7727177290038,,220.51148986816406,302.0240783691406,239.97845458984375
1308,AF428,AF428.jpg,0,0,0.9631446,2.7666666666666666,F,-428.90713172948597,-426.9367670515986,,225.56040954589844,287.0259094238281,233.02020263671875
1309,AF429,AF429.jpg,0,0,0.99783236,2.466666666666667,F,-418.010054540316,-415.07404610802035,,236.61865234375,318.82965087890625,257.8528747558594
1310,AF43,AF43.jpg,0,0,0.96212286,2.1666666666666665,F,-445.3209515127037,-453.4080871863079,,303.3238525390625,322.7415771484375,292.83349609375
1311,AF430,AF430.jpg,0,0,0.999559,2.816666666666667,F,-413.84031574706626,-410.3379025294501,,281.114990234375,384.23846435546875,317.80517578125
1312,AF431,AF431.jpg,0,0,0.9951697,2.933333333333333,F,-424.0586310444414,-421.6743546094529,,191.40509033203125,276.3794250488281,210.18675231933594
1313,AF432,AF432.jpg,0,0,0.9992101,3.033333333333333,F,-411.2088056151566,-405.7035685877849,,192.66590881347656,296.80718994140625,224.2209930419922
1314,AF433,AF433.jpg,0,0,0.98939663,3.9166666666666665,F,-412.52239259180624,-410.2283068883122,,209.99380493164062,262.98291015625,210.4671630859375
1315,AF434,AF434.jpg,0,0,0.9999267,3.0,F,-405.80108606998203,-399.7501650175906,,183.0769805908203,324.5511169433594,238.94146728515625
1316,AF435,AF435.jpg,1,0,0.43350944,1.6833333333333331,F,-416.2935957530271,-425.3593541649223,,243.34088134765625,233.5682830810547,211.0738983154297
1317,AF436,AF436.jpg,0,0,0.9993723,2.05,F,-443.9935775936278,-447.1505801048671,,356.15789794921875,394.20166015625,358.8724060058594
1318,AF437,AF437.jpg,0,0,0.9999945,3.083333333333333,F,-423.7992952755975,-417.8906247970521,,248.89041137695312,398.89813232421875,313.37005615234375
1319,AF438,AF438.jpg,0,0,0.9961754,2.7,F,-505.7988160592953,-489.13811616161786,,491.29595947265625,586.1389770507812,529.2759399414062
1320,AF439,AF439.jpg,0,0,0.99979395,2.783333333333333,F,-410.7271438024778,-408.59023093691536,,188.08460998535156,270.3110046386719,204.66958618164062
1321,AF44,AF44.jpg,0,0,0.99704725,2.783333333333333,F,-409.1368765528261,-407.16865419549794,,196.1753692626953,280.6660461425781,215.1669464111328
1322,AF440,AF440.jpg,0,0,0.99930346,2.583333333333333,F,-409.4114929454713,-405.8977908501737,,242.4395751953125,362.0538024902344,287.3981018066406
1323,AF1242,AF1242.jpg,0,0,0.9977842,4.15,F,-440.5819717909116,-435.53838724675416,,228.33364868164062,293.7243347167969,238.48025512695312
1324,AF1243,AF1243.jpg,0,0,0.94103163,2.2,F,-438.52739541135526,-450.68813902504195,,337.1179504394531,350.9005432128906,325.6648254394531
1325,AF1244,AF1244.jpg,0,0,0.9999455,3.9166666666666665,F,-441.733583513077,-444.6139466394146,,257.24591064453125,364.379150390625,295.1974182128906
1326,AF1245,AF1245.jpg,0,0,0.9993563,2.833333333333333,F,-453.48321980139644,-447.07933408270594,,267.4720458984375,372.8128967285156,304.84930419921875
1327,AF1246,AF1246.jpg,0,0,0.99612075,3.066666666666667,F,-444.38411382598497,-449.00022804588554,,330.8333740234375,382.05548095703125,339.67083740234375
1328,AF1247,AF1247.jpg,0,0,0.9997876,3.85,F,-436.5514332256568,-429.8014584820089,,245.69815063476562,339.2763366699219,274.6010437011719
1329,AF1248,AF1248.jpg,1,0,0.48313096,3.216666666666667,F,-441.21764895014746,-432.8337497546709,,279.89752197265625,327.1049499511719,283.4393310546875
1330,AF1249,AF1249.jpg,0,0,0.99692,4.316666666666666,F,-441.5271251955361,-437.07467732037026,,235.3491973876953,328.4725036621094,263.2668151855469
1331,AF125,AF125.jpg,0,0,0.9972385,2.85,F,-412.18755114100014,-407.12650379091343,,222.62490844726562,313.5855407714844,248.22689819335938
1332,AF1250,AF1250.jpg,0,0,0.9960079,2.433333333333333,F,-416.6568200000752,-416.1566303874547,,226.98095703125,293.6747131347656,237.80308532714844
1333,AF1251,AF1251.jpg,0,0,0.9999975,3.683333333333333,F,-426.5442640698156,-424.08219624461435,,202.53782653808594,334.7116394042969,253.36622619628906
1334,AF1252,AF1252.jpg,0,0,0.9976271,3.3833333333333333,F,-481.78941804081313,-469.6845045648187,,352.6349792480469,469.9982604980469,400.3655700683594
1335,AF1253,AF1253.jpg,0,0,0.9999918,4.35,F,-502.50049739696857,-509.0600535779234,,397.4427185058594,479.1387023925781,425.951904296875
1336,AF1254,AF1254.jpg,0,0,0.9999969,3.6666666666666665,F,-444.82149833714976,-442.54476180337093,,253.99237060546875,363.2617492675781,293.09271240234375
1337,AF1255,AF1255.jpg,0,0,0.99964356,4.216666666666667,F,-426.35398155933456,-422.3571081509169,,232.54627990722656,346.8269348144531,273.5892028808594
1338,AF1256,AF1256.jpg,0,0,0.9998754,2.35,F,-429.3240342431599,-421.331793256477,,298.0494079589844,408.3740234375,339.8074645996094
1339,AF1257,AF1257.jpg,0,0,0.999997,4.2,F,-526.3006593093794,-517.1064496029958,,394.8407287597656,522.7744140625,449.737548828125
1340,AF1258,AF1258.jpg,0,0,0.9996636,3.316666666666667,F,-402.91495646177356,-398.332773217386,,211.78309631347656,337.81658935546875,259.1404724121094
1341,AF1259,AF1259.jpg,0,0,0.9997397,2.6666666666666665,F,-436.85268575031995,-449.51035559854716,,317.2813415527344,400.97320556640625,344.0802307128906
1342,AF56,AF56.jpg,0,0,0.9999987,3.316666666666667,F,-406.8183655224338,-402.47802916025796,,156.42344665527344,303.48504638671875,214.3675537109375
1343,AF560,AF560.jpg,0,0,0.9923981,2.283333333333333,F,-446.1251790419957,-449.2044953914277,,333.6280517578125,357.86865234375,327.6531066894531
1344,AF561,AF561.jpg,0,0,0.9907697,4.066666666666666,F,-445.7844634077312,-443.0397773866977,,268.9193420410156,313.8445129394531,270.3251647949219
1345,AF562,AF562.jpg,0,0,0.9991812,2.8666666666666667,F,-418.81891975896536,-413.993614651559,,199.87606811523438,298.202392578125,228.2658233642578
1346,AF563,AF563.jpg,0,0,0.9957755,3.083333333333333,F,-410.25612638695554,-405.2322113212744,,218.32623291015625,332.54302978515625,258.4440612792969
1347,AF564,AF564.jpg,0,0,0.9999018,2.9833333333333334,F,-419.98701802864605,-414.08818767737193,,241.6212615966797,384.7533264160156,301.4559631347656
1348,AF565,AF565.jpg,0,0,0.9801875,4.05,F,-417.41478950181016,-417.3667823055464,,190.7621307373047,253.36195373535156,194.83056640625
1349,AF566,AF566.jpg,0,0,0.99995255,2.35,F,-423.77929002013127,-420.8350889262871,,215.9468994140625,312.6911315917969,244.68780517578125
1350,AF567,AF567.jpg,0,0,0.99983263,3.5,F,-408.1395621615432,-404.86642201485955,,137.59312438964844,260.9423522949219,176.5760498046875
1351,AF568,AF568.jpg,0,0,0.9798165,2.4166666666666665,F,-436.53098980283386,-432.7633546454651,,255.67005920410156,326.2403869628906,271.2336730957031
1352,AF569,AF569.jpg,0,0,0.9998467,3.716666666666667,F,-411.9727258971322,-409.2304234043325,,180.62271118164062,254.8693389892578,190.94290161132812
1353,AF57,AF57.jpg,0,0,0.99975914,2.216666666666667,F,-407.90787932990827,-406.5386465024013,,180.10621643066406,289.4767150878906,213.9748077392578
1354,AF570,AF570.jpg,0,0,0.9109412,2.3833333333333333,F,-407.61852644322687,-409.11097552684373,,185.61985778808594,212.4168701171875,165.6971893310547
1355,AF571,AF571.jpg,0,0,0.9996934,2.9,F,-433.5445644742674,-429.5804989525231,,273.3901062011719,374.9793395996094,308.7774658203125
1356,AF572,AF572.jpg,0,0,0.9977884,3.333333333333333,F,-438.28372771507827,-431.41471123654514,,285.3775939941406,374.4498291015625,313.837890625
1357,AF573,AF573.jpg,0,0,0.9995977,2.683333333333333,F,-419.6599407531465,-413.46535259619014,,219.83148193359375,335.1458435058594,260.7528076171875
1358,AF574,AF574.jpg,0,0,0.9962747,2.9166666666666665,F,-417.8147737296064,-415.93504282357645,,222.10089111328125,300.669189453125,239.860595703125
1359,AF575,AF575.jpg,0,0,0.9438113,2.9166666666666665,F,-406.1816589622376,-405.18789800861083,,203.57275390625,237.7957000732422,191.47337341308594
1360,AF576,AF576.jpg,0,0,0.9999721,2.55,F,-447.08283477012117,-442.4404599975002,,282.6934509277344,425.65478515625,343.8262939453125
1361,AF577,AF577.jpg,0,0,0.9926738,2.9166666666666665,F,-423.5358293131859,-419.17805022513596,,298.18560791015625,380.53216552734375,323.3070068359375
1362,AF578,AF578.jpg,0,0,0.99766916,2.1333333333333333,F,-465.4361753617948,-457.8082280462462,,300.97698974609375,368.2790832519531,317.452392578125
1363,AF579,AF579.jpg,0,0,0.99743205,2.5166666666666666,F,-415.99465386808316,-414.65379190584144,,228.55270385742188,299.06591796875,241.88034057617188
1364,AF58,AF58.jpg,0,0,0.9982502,2.6666666666666665,F,-413.74994745171654,-411.26296678989274,,162.55259704589844,288.4041748046875,206.07736206054688
1365,AF580,AF580.jpg,0,0,0.99889106,2.716666666666667,F,-419.4018845710329,-413.7749293741087,,278.3589782714844,386.3386535644531,317.86529541015625
1366,AF581,AF581.jpg,1,0,0.07179577,2.8666666666666667,F,-431.80413594571337,-430.22758368235463,,343.6436767578125,330.8808288574219,318.5188903808594
1367,AF582,AF582.jpg,0,0,0.9996189,3.8333333333333335,F,-415.46117557585256,-413.8064708132459,,180.22763061523438,291.15380859375,215.16036987304688
1368,AF583,AF583.jpg,0,0,0.99857676,2.5,F,-412.498599971206,-409.3050487838903,,176.4849853515625,255.93092346191406,189.71429443359375
1369,AF584,AF584.jpg,0,0,0.99811006,2.566666666666667,F,-408.14682463849783,-406.1525013363564,,183.86068725585938,267.7553405761719,201.03868103027344
1370,AF911,AF911.jpg,0,0,0.9999193,2.066666666666667,F,-472.03669775765854,-465.77200722515994,,425.1811828613281,521.8154296875,462.82061767578125
1371,AF912,AF912.jpg,0,0,0.99925774,3.783333333333333,F,-422.4407509060201,-422.51025686091054,,218.09811401367188,292.45184326171875,232.8414306640625
1372,AF913,AF913.jpg,0,0,0.9997106,2.8,F,-420.82736107078125,-415.7208819329975,,187.88461303710938,308.7854309082031,230.20042419433594
1373,AF914,AF914.jpg,0,0,0.9999304,3.783333333333333,F,-477.647482835548,-464.7593023585157,,325.7524108886719,438.224853515625,369.79119873046875
1374,AF915,AF915.jpg,0,0,0.9998869,3.1666666666666665,F,-430.68831915042654,-424.66224790333354,,306.416015625,433.8434753417969,358.7801513671875
1375,AF916,AF916.jpg,0,0,0.9792387,3.033333333333333,F,-422.63188586633214,-417.8953544288112,,257.905517578125,328.0570068359375,273.37896728515625
1376,AF917,AF917.jpg,0,0,0.82756054,1.4333333333333331,F,-444.14003516798533,-442.8499794306057,,342.74932861328125,355.16143798828125,330.8717041015625
1377,AF918,AF918.jpg,0,0,0.9999713,2.283333333333333,F,-435.5662887056091,-432.8784548684714,,262.61297607421875,375.7193603515625,304.52099609375
1378,AF919,AF919.jpg,0,0,0.9988286,2.65,F,-410.5253030636678,-411.8260896404744,,195.810546875,265.2070617675781,204.95367431640625
1379,AF92,AF92.jpg,0,0,0.97428507,2.533333333333333,F,-426.55390767052006,-424.9451048417232,,248.52767944335938,308.42034912109375,257.12310791015625
1380,AF920,AF920.jpg,0,0,0.99995625,2.6,F,-440.629293468455,-433.6513825965773,,312.20367431640625,437.77850341796875,363.632080078125
1381,AF921,AF921.jpg,0,0,0.99998593,4.1,F,-458.4498583564412,-452.63380332275034,,328.9789733886719,447.28717041015625,376.5822448730469
1382,AF922,AF922.jpg,0,0,0.67670995,1.6833333333333331,F,-452.59078509477087,-453.76979143102847,,337.04180908203125,355.0956726074219,327.89141845703125
1383,AF923,AF923.jpg,0,0,0.99996376,2.7666666666666666,F,-420.3729519716835,-415.14091792576266,,204.11648559570312,349.61370849609375,263.8453369140625
1384,AF924,AF924.jpg,0,0,0.9990319,3.1166666666666667,F,-410.28011393945053,-404.7385054031927,,212.11790466308594,341.5818176269531,261.7322998046875
1385,AF925,AF925.jpg,0,0,0.9998609,2.35,F,-445.5016354888862,-442.2330508495084,,283.1763916015625,375.3178405761719,313.35906982421875
1386,AF926,AF926.jpg,0,0,0.9999988,3.933333333333333,F,-494.43856197182527,-488.088950294137,,417.3713073730469,560.9252319335938,481.752685546875
1387,AF927,AF927.jpg,0,0,0.99997973,3.1666666666666665,F,-460.3624475750674,-454.0488604386843,,307.6506042480469,436.6213684082031,360.9865417480469
1388,AF928,AF928.jpg,0,0,0.999992,4.116666666666666,F,-418.8432110432436,-415.90970652752276,,238.4863739013672,378.9750061035156,296.50732421875
1389,AF929,AF929.jpg,0,0,0.99999905,3.8,F,-478.2674919930588,-465.406970312894,,343.0927734375,476.25,399.913818359375
1390,AF93,AF93.jpg,1,0,0.35582486,2.533333333333333,F,-401.85425473666453,-403.0853307468928,,202.50405883789062,201.11134338378906,168.5068359375
1391,AF930,AF930.jpg,0,0,0.7904378,4.016666666666667,F,-421.3685571098743,-414.31573782753736,,192.73394775390625,264.8439025878906,203.25364685058594
1392,AF931,AF931.jpg,0,0,0.9999639,2.6666666666666665,F,-428.6225518287666,-425.96966984916094,,257.8945617675781,377.575927734375,303.6516418457031
1393,AF932,AF932.jpg,0,0,0.7909139,3.1333333333333333,F,-433.0152366651073,-438.1780175749969,,284.4972839355469,314.6293640136719,278.6268005371094
1394,AF933,AF933.jpg,0,0,0.9995461,3.983333333333333,F,-449.27237702385423,-443.1524562371783,,276.28387451171875,404.45343017578125,328.0630798339844
1395,AF934,AF934.jpg,0,0,0.99999356,3.8666666666666663,F,-432.0405778876268,-429.17539606843894,,275.9316711425781,400.76544189453125,325.6429138183594
1396,AF935,AF935.jpg,0,0,0.9994,2.9,F,-467.9264438889121,-458.6236861984463,,301.67230224609375,398.40966796875,335.4637756347656
1397,CF498,CF498.jpg,0,0,0.9928994,2.7,F,-435.86158637762014,-430.41957381386766,,281.6263427734375,334.8082580566406,288.7433166503906
1398,CF499,CF499.jpg,0,0,0.9876368,2.3666666666666667,F,-499.88463286842165,-485.20824090820406,,405.8631896972656,458.2587585449219,418.3667297363281
1399,CF5,CF5.jpg,0,0,0.9999691,3.883333333333333,F,-496.08023153354975,-501.2719616636251,,411.9030456542969,430.4967346191406,406.4031066894531
1400,CF50,CF50.jpg,0,0,0.99998677,4.45,F,-562.7764804437538,-554.5191709440168,,556.4578857421875,620.6874389648438,578.8927612304688
1401,CF500,CF500.jpg,1,0,0.44507134,2.75,F,-543.1752162013807,-534.7323094119082,,394.16278076171875,425.48382568359375,394.80133056640625
1402,CF501,CF501.jpg,0,0,0.99994004,2.45,F,-483.88943927502464,-479.90117806562637,,378.43280029296875,409.39520263671875,378.2533874511719
1403,CF502,CF502.jpg,0,0,0.99977165,2.816666666666667,F,-487.5397485599523,-480.7831613420549,,355.3998718261719,451.6652526855469,390.9258117675781
1404,CF503,CF503.jpg,0,0,0.99479914,2.7666666666666666,F,-456.1966715165082,-456.3434827836779,,428.6479187011719,476.4588317871094,439.367431640625
1405,CF504,CF504.jpg,0,0,0.9063678,2.4833333333333334,F,-481.25727029741057,-471.838186677457,,413.94525146484375,490.46136474609375,440.0218505859375
1406,CF505,CF505.jpg,0,0,0.98809475,3.2,F,-504.60010714652844,-491.6717220654207,,474.8949890136719,567.0184936523438,511.06292724609375
1407,CF506,CF506.jpg,0,0,0.99996877,3.083333333333333,F,-488.68213634365475,-481.1843751096304,,406.8876037597656,467.30755615234375,423.8332824707031
1408,CF507,CF507.jpg,0,0,0.99708027,2.75,F,-443.95498551110404,-439.4216968123805,,284.73095703125,313.4250183105469,278.06689453125
1409,CF508,CF508.jpg,0,0,0.99931824,2.6666666666666665,F,-447.7823196594947,-442.117677894154,,275.2353820800781,305.7619934082031,268.86834716796875
1410,CF509,CF509.jpg,0,0,0.9999604,2.7,F,-522.9459706267944,-520.2194562075088,,426.0162353515625,476.67535400390625,438.2034912109375
1411,CF51,CF51.jpg,0,0,0.98951656,2.4833333333333334,F,-527.4327794662292,-514.6279897145008,,481.7738952636719,488.333740234375,472.1818542480469
1412,CF510,CF510.jpg,0,0,0.9998846,3.633333333333333,F,-457.79536203644017,-452.8178283953362,,287.8778991699219,359.9055480957031,306.3830261230469
1413,CF511,CF511.jpg,1,0,0.081042856,2.05,F,-490.2061649044401,-489.9181306325405,,511.8898010253906,496.3618469238281,491.80364990234375
1414,CF512,CF512.jpg,0,0,0.99382824,2.7666666666666666,F,-488.20075026231643,-485.25855589937527,,386.437744140625,400.3023681640625,377.4331359863281
1415,CF513,CF513.jpg,0,0,0.99995136,2.2666666666666666,F,-528.5567249123383,-524.2853137230006,,517.74560546875,584.1632080078125,540.66748046875
1416,CF514,CF514.jpg,0,0,0.9387903,2.283333333333333,F,-465.466193459558,-462.40859337760025,,357.3730773925781,357.8715515136719,339.9433898925781
1417,CF515,CF515.jpg,1,0,0.38372108,2.183333333333333,F,-482.9888880454713,-489.02592924129505,,426.0334777832031,392.4581604003906,394.24822998046875
1418,AM1770,AM1770.jpg,1,1,0.015773933,3.3666666666666667,M,-411.54121119229126,,-401.88898778712,217.3305206298828,159.30191040039062,154.83067321777344
1419,AM1771,AM1771.jpg,1,1,0.19656613,3.533333333333333,M,-405.9501433552065,,-397.33099407252826,201.96194458007812,172.8489227294922,151.65882873535156
1420,AM1772,AM1772.jpg,1,1,0.00038598894,3.4,M,-416.18659919402376,,-405.14066468415643,389.8988342285156,271.7698974609375,317.1872253417969
1421,AM1773,AM1773.jpg,1,1,0.028371235,4.383333333333334,M,-433.1502742769618,,-429.75352617802577,320.20465087890625,264.8918151855469,272.0607604980469
1422,AM1774,AM1774.jpg,1,1,0.12602995,3.75,M,-434.82909579741425,,-432.8634654278531,294.79547119140625,240.9373779296875,245.2454376220703
1423,AM1775,AM1775.jpg,1,1,0.00087011995,4.45,M,-410.01312046268004,,-396.41617766556965,289.3543395996094,178.00352478027344,213.01014709472656
1424,AM1776,AM1776.jpg,1,1,0.011017629,3.8666666666666663,M,-432.8869763340605,,-417.43127419375213,340.649658203125,279.86248779296875,291.2908020019531
1425,AM1777,AM1777.jpg,0,1,0.7367662,3.7,M,-467.2413194793212,,-472.8599679484026,350.14532470703125,323.4798278808594,318.258056640625
1426,AM1778,AM1778.jpg,1,1,2.3878243e-05,2.1333333333333333,M,-453.84309679585976,,-441.4932713528985,408.6059265136719,272.5300598144531,329.06451416015625
1427,AM1779,AM1779.jpg,1,1,0.027904881,3.716666666666667,M,-430.83386905815564,,-430.38678365397294,247.072265625,222.5372314453125,207.24742126464844
1428,AM178,AM178.jpg,1,1,0.0014712295,2.466666666666667,M,-465.725333453816,,-452.2308163058111,437.4158020019531,312.3651428222656,363.4831848144531
1429,AM1780,AM1780.jpg,1,1,0.07436609,3.1333333333333333,M,-423.30590741393047,,-417.3327864840946,251.03236389160156,213.65623474121094,204.94107055664062
1430,AM1781,AM1781.jpg,1,1,0.053522244,2.95,M,-434.7932904133317,,-429.6035601035445,335.962890625,283.075439453125,290.119140625
1431,AM1782,AM1782.jpg,1,1,0.11571457,3.0,M,-401.4828527192809,,-390.12614328708514,254.6464385986328,153.95689392089844,178.72181701660156
1432,AM1783,AM1783.jpg,1,1,8.613639e-06,3.1666666666666665,M,-431.4465589014401,,-418.8231979374414,322.2672119140625,192.01963806152344,240.8974151611328
1433,AM1784,AM1784.jpg,1,1,0.06401622,3.5166666666666666,M,-425.0844157969117,,-417.14442190218284,246.38836669921875,183.61553955078125,186.75831604003906
1434,AM1785,AM1785.jpg,1,1,0.00056432496,3.0,M,-412.12245968381336,,-404.68768802695354,297.08538818359375,203.1562957763672,228.98434448242188
1435,AM1786,AM1786.jpg,0,1,0.7427045,3.85,M,-427.8551816308302,,-428.31528214843127,277.9897766113281,241.2888641357422,235.40821838378906
1436,AM1787,AM1787.jpg,1,1,0.1297501,2.8,M,-412.26463589219327,,-402.3273978626047,260.8262634277344,224.56173706054688,216.55686950683594
1437,AM1788,AM1788.jpg,1,1,0.003603355,2.066666666666667,M,-420.0877492079087,,-408.7093741057309,288.2237243652344,194.7974395751953,219.4930877685547
1438,AM1497,AM1497.jpg,1,1,0.0004316584,3.0166666666666666,M,-421.0678776958569,,-412.13192009891196,335.8495178222656,234.90098571777344,267.68341064453125
1439,AM1498,AM1498.jpg,0,1,0.90554386,3.066666666666667,M,-404.8262213958891,,-398.2019303716963,220.74134826660156,226.8861541748047,194.3444061279297
1440,AM1499,AM1499.jpg,1,1,0.06907225,2.7333333333333334,M,-415.63986522184035,,-407.30400704492445,306.3239440917969,242.15298461914062,252.7922821044922
1441,AM15,AM15.jpg,1,1,0.0064348304,3.683333333333333,M,-425.49223424853096,,-417.0389098278277,280.97015380859375,209.9704132080078,221.7738037109375
1442,AM150,AM150.jpg,1,1,0.07972986,3.5166666666666666,M,-419.0373357349181,,-407.0043893894212,295.2492980957031,232.4942626953125,241.41375732421875
1443,AM1500,AM1500.jpg,1,1,0.3993629,2.6,M,-419.4869310286514,,-410.733305765898,273.3178405761719,225.18191528320312,224.4381561279297
1444,AM1501,AM1501.jpg,1,1,0.008027057,2.65,M,-442.22222819217416,,-429.9111780013892,332.72906494140625,245.0668487548828,270.2793273925781
1445,AM1502,AM1502.jpg,1,1,0.0019909714,2.6666666666666665,M,-402.06215406581856,,-391.81583334221614,268.6080322265625,157.56028747558594,190.14598083496094
1446,AM1503,AM1503.jpg,1,1,0.0043295384,2.4166666666666665,M,-430.71098919594385,,-419.4597109716433,361.5694274902344,316.91070556640625,321.32562255859375
1447,AM1504,AM1504.jpg,1,1,0.0002270633,2.6,M,-454.0460564167282,,-452.53407766197824,363.11083984375,321.30023193359375,324.3599853515625
